馬名,日付,場,馬場種別,距離,着順,人気,頭数,タイム,補正タイム,時計指数,上がり3F
マルチャン,2024-11-09,東京,芝,1600,4,6,12,94.9,94.20,44.8,33.0
ピックアチェリー,2024-11-09,東京,芝,1600,5,1,12,95.0,94.30,43.9,32.7
ヴルカーノ,2024-11-09,東京,芝,1600,6,10,12,95.1,94.40,43.1,33.6
ノーダブルディップ,2024-11-09,東京,芝,1600,7,12,12,95.1,94.40,43.1,33.8
アップトゥミー,2024-11-09,東京,芝,1600,8,9,12,95.1,94.40,43.1,33.0
アップストローク,2024-11-09,東京,芝,1600,9,11,12,95.2,94.50,42.2,33.5
ジュドー,2024-11-09,東京,芝,1600,10,7,12,95.2,94.50,42.2,33.6
サトノスカイターフ,2024-11-09,東京,芝,1600,11,8,12,95.2,94.50,42.2,33.2
ポッドテオ,2024-11-09,東京,芝,1600,12,4,12,95.2,94.50,42.2,32.8
エコロレイズ,2024-11-09,福島,芝,2000,1,2,13,121.9,121.60,48.4,35.3
トラストエムシー,2024-11-09,福島,芝,2000,2,7,13,122.1,121.80,47.6,35.7
ホワイトビーチ,2024-11-09,福島,芝,2000,3,6,13,122.3,122.00,46.7,35.6
ケイツークローン,2024-11-09,福島,芝,2000,4,4,13,122.3,122.00,46.7,35.5
シークレットイスラ,2024-11-09,福島,芝,2000,5,5,13,122.3,122.00,46.7,36.2
レイククレセント,2024-11-09,福島,芝,2000,6,1,13,122.5,122.20,45.9,36.2
スパークタイムリー,2024-11-09,福島,芝,2000,7,8,13,122.6,122.30,45.5,36.1
ナイトアウェイ,2024-11-09,福島,芝,2000,8,12,13,122.8,122.50,44.7,36.4
マイネルイージス,2024-11-09,福島,芝,2000,9,10,13,122.8,122.50,44.7,35.8
サダムオプシス,2024-11-09,福島,芝,2000,10,3,13,123.2,122.90,43.1,36.2
ヴァンナチュール,2024-11-09,福島,芝,2000,11,11,13,123.4,123.10,42.3,36.6
ヴェストリア,2024-11-09,福島,芝,2000,12,9,13,123.6,123.30,41.4,37.0
ゴールデンスロープ,2024-11-09,福島,芝,2000,13,13,13,123.6,123.30,41.4,37.4
ニシノコウダイ,2024-11-09,福島,芝,1200,1,7,16,69.9,69.60,50.0,35.2
バシレウスシチー,2024-11-09,福島,芝,1200,2,8,16,70.1,69.80,48.4,35.6
ヨール,2024-11-09,福島,芝,1200,2,13,16,70.1,69.80,48.4,35.7
エイムインライフ,2024-11-09,福島,芝,1200,4,3,16,70.1,69.80,48.4,36.2
トリップトゥムーン,2024-11-09,福島,芝,1200,5,14,16,70.3,70.00,46.7,35.3
セレッソデアモール,2024-11-09,福島,芝,1200,6,9,16,70.4,70.10,45.9,36.2
ヒラボクミニー,2024-11-09,福島,芝,1200,7,2,16,70.5,70.20,45.1,35.4
ジャガード,2024-11-09,福島,芝,1200,8,16,16,70.5,70.20,45.1,35.6
マルプリ,2024-11-09,福島,芝,1200,9,10,16,70.6,70.30,44.3,35.1
アイヲツグモノ,2024-11-09,福島,芝,1200,10,4,16,70.8,70.50,42.7,36.4
ロードトレイル,2024-11-09,福島,芝,1200,11,12,16,70.9,70.60,41.9,36.6
オルフェスト,2024-11-09,福島,芝,1200,12,6,16,71.1,70.80,40.2,36.6
セイウンティーダ,2024-11-09,福島,芝,1200,13,15,16,71.2,70.90,39.4,36.2
デイトナモード,2024-11-09,福島,芝,1200,14,11,16,71.3,71.00,38.6,35.8
アララララ,2024-11-09,福島,芝,1200,15,5,16,72.1,71.80,32.1,38.1
モンシュマン,2024-11-09,福島,芝,1200,16,1,16,72.4,72.10,29.7,38.2
アイファーテイオー,2024-11-09,福島,ダ,1700,1,4,15,105.5,105.50,56.5,36.9
ゴッドブルービー,2024-11-09,福島,ダ,1700,2,1,15,105.5,105.50,56.5,37.2
メイショウホマレ,2024-11-09,福島,ダ,1700,3,2,15,105.6,105.60,55.9,37.5
ラニカイ,2024-11-09,福島,ダ,1700,4,9,15,105.8,105.80,54.9,37.0
サノノエスポ,2024-11-09,福島,ダ,1700,5,5,15,105.9,105.90,54.3,37.6
ビオグラフィア,2024-11-09,福島,ダ,1700,6,7,15,105.9,105.90,54.3,37.0
グラストンベリー,2024-11-09,福島,ダ,1700,7,14,15,106.0,106.00,53.8,38.0
ライジングラパス,2024-11-09,福島,ダ,1700,8,10,15,106.1,106.10,53.2,37.5
ストライク,2024-11-09,福島,ダ,1700,9,3,15,106.2,106.20,52.7,37.8
エスティメート,2024-11-09,福島,ダ,1700,10,12,15,106.5,106.50,51.1,37.9
シークレットキー,2024-11-09,福島,ダ,1700,11,8,15,106.6,106.60,50.5,38.2
レッドラマンシュ,2024-11-09,福島,ダ,1700,12,13,15,106.9,106.90,48.9,38.9
ティアップリオン,2024-11-09,福島,ダ,1700,13,11,15,106.9,106.90,48.9,37.8
カシノブレンド,2024-11-09,福島,ダ,1700,14,15,15,107.2,107.20,47.3,38.5
リフレクトザムーン,2024-11-09,福島,ダ,1700,15,6,15,107.5,107.50,45.7,39.3
レオテミス,2024-11-09,福島,芝,1200,1,2,16,69.8,69.50,50.8,35.4
アスティスプマンテ,2024-11-09,福島,芝,1200,2,3,16,71.0,70.70,41.1,35.8
サンマルヴァレー,2024-11-09,福島,芝,1200,3,15,16,71.0,70.70,41.1,36.2
スプリングデイ,2024-11-09,福島,芝,1200,4,6,16,71.1,70.80,40.2,35.8
ニシノトキメキ,2024-11-09,福島,芝,1200,5,11,16,71.1,70.80,40.2,35.6
プリュノワール,2024-11-09,福島,芝,1200,6,1,16,71.2,70.90,39.4,36.3
ホウオウドルーリー,2024-11-09,福島,芝,1200,7,4,16,71.2,70.90,39.4,36.8
サイモンオリーブ,2024-11-09,福島,芝,1200,8,14,16,71.6,71.30,36.2,36.9
マテンロウアネモス,2024-11-09,福島,芝,1200,9,7,16,71.8,71.50,34.6,36.4
アスキーアート,2024-11-09,福島,芝,1200,10,13,16,71.9,71.60,33.7,37.0
コートリーバウ,2024-11-09,福島,芝,1200,11,16,16,71.9,71.60,33.7,36.3
ハレアカラフラ,2024-11-09,福島,芝,1200,12,5,16,72.1,71.80,32.1,37.2
ロビンバローズ,2024-11-09,福島,芝,1200,13,8,16,72.1,71.80,32.1,36.5
グレースルージュ,2024-11-09,福島,芝,1200,14,12,16,72.6,72.30,28.1,37.8
プレアデスグループ,2024-11-09,福島,芝,1200,15,9,16,72.7,72.40,27.2,37.8
ポトマックテソーロ,2024-11-09,福島,芝,1200,16,10,16,73.8,73.50,18.3,38.4
ミュージアムマイル,2024-11-10,京都,芝,2000,1,1,8,120.0,120.80,48.6,33.7
ヤマニンブークリエ,2024-11-10,京都,芝,2000,2,2,8,120.5,121.30,46.3,34.6
コスモイシュタル,2024-11-10,京都,芝,2000,3,8,8,120.8,121.60,44.9,34.8
ロードガレリア,2024-11-10,京都,芝,2000,4,3,8,121.1,121.90,43.5,35.0
カレンラップスター,2024-11-10,京都,芝,2000,5,4,8,121.5,122.30,41.6,34.8
ジュンライデン,2024-11-10,京都,芝,2000,6,5,8,122.2,123.00,38.4,36.0
マハートマーベル,2024-11-10,京都,芝,2000,7,7,8,122.4,123.20,37.4,35.8
サンライズグラシア,2024-11-10,京都,芝,2000,8,6,8,123.9,124.70,30.4,37.7
チュウワハート,2024-11-10,京都,ダ,1800,1,7,14,111.2,111.20,59.6,37.0
サイモンザナドゥ,2024-11-10,京都,ダ,1800,2,3,14,111.2,111.20,59.6,36.3
ヘニータイフーン,2024-11-10,京都,ダ,1800,3,6,14,111.8,111.80,56.4,37.5
メイショウシナノ,2024-11-10,京都,ダ,1800,4,10,14,111.8,111.80,56.4,36.6
サンライズグルーヴ,2024-11-10,京都,ダ,1800,5,13,14,112.0,112.00,55.3,37.4
オメガタキシード,2024-11-10,京都,ダ,1800,6,4,14,112.0,112.00,55.3,37.3
クレメダンジュ,2024-11-10,京都,ダ,1800,7,11,14,112.1,112.10,54.8,37.2
ボールドゾーン,2024-11-10,京都,ダ,1800,8,1,14,112.3,112.30,53.7,37.8
リューデスハイム,2024-11-10,京都,ダ,1800,9,2,14,112.5,112.50,52.7,38.5
メイショウコガシラ,2024-11-10,京都,ダ,1800,10,5,14,112.6,112.60,52.1,37.6
マーブルロック,2024-11-10,京都,ダ,1800,11,12,14,112.9,112.90,50.5,39.1
レアンダー,2024-11-10,京都,ダ,1800,12,9,14,114.0,114.00,44.7,40.4
ダイメイセブン,2024-11-10,京都,ダ,1800,13,14,14,114.2,114.20,43.6,40.2
ラップスター,2024-11-10,京都,ダ,1800,14,8,14,116.9,116.90,29.3,42.1
スタニングローズ,2024-11-10,京都,芝,2200,1,3,17,131.1,131.90,60.6,34.0
ラヴェル,2024-11-10,京都,芝,2200,2,12,17,131.5,132.30,58.4,34.1
ホールネス,2024-11-10,京都,芝,2200,3,2,17,131.6,132.40,57.8,34.4
シンリョクカ,2024-11-10,京都,芝,2200,4,6,17,131.6,132.40,57.8,34.6
レガレイラ,2024-11-10,京都,芝,2200,5,1,17,131.6,132.40,57.8,34.1
ライラック,2024-11-10,京都,芝,2200,6,10,17,131.6,132.40,57.8,33.9
サリエラ,2024-11-10,京都,芝,2200,7,5,17,131.8,132.60,56.7,33.9
ゴールドエクリプス,2024-11-10,京都,芝,2200,8,16,17,131.8,132.60,56.7,34.2
コスタボニータ,2024-11-10,京都,芝,2200,9,14,17,131.9,132.70,56.1,34.7
シンティレーション,2024-11-10,京都,芝,2200,10,4,17,132.0,132.80,55.6,34.6
キミノナハマリア,2024-11-10,京都,芝,2200,11,11,17,132.1,132.90,55.0,34.8
エリカヴィータ,2024-11-10,京都,芝,2200,12,17,17,132.1,132.90,55.0,34.3
ルージュリナージュ,2024-11-10,京都,芝,2200,13,13,17,132.1,132.90,55.0,34.0
モリアーナ,2024-11-10,京都,芝,2200,14,9,17,132.4,133.20,53.3,34.4
ピースオブザライフ,2024-11-10,京都,芝,2200,15,15,17,133.3,134.10,48.3,35.3
コンクシェル,2024-11-10,京都,芝,2200,16,8,17,133.6,134.40,46.7,36.9
ハーパー,2024-11-10,京都,芝,2200,17,7,17,133.8,134.60,45.5,36.9
フルメタルボディー,2024-11-10,京都,芝,1400,1,8,14,80.7,81.50,50.0,34.4
テラステラ,2024-11-10,京都,芝,1400,2,3,14,80.9,81.70,48.3,34.1
リチャードバローズ,2024-11-10,京都,芝,1400,3,1,14,81.0,81.80,47.5,34.3
エイムフォーエース,2024-11-10,京都,芝,1400,4,9,14,81.1,81.90,46.7,34.4
モズアンタレス,2024-11-10,京都,芝,1400,5,2,14,81.2,82.00,45.8,34.7
イサチルシーサイド,2024-11-10,京都,芝,1400,6,10,14,81.3,82.10,45.0,34.7
ウルトラソニック,2024-11-10,京都,芝,1400,7,14,14,81.3,82.10,45.0,34.2
シンプリーオーサム,2024-11-10,京都,芝,1400,8,5,14,81.3,82.10,45.0,34.3
カイカノキセキ,2024-11-10,京都,芝,1400,9,6,14,81.3,82.10,45.0,35.0
メイショウコギク,2024-11-10,京都,芝,1400,9,13,14,81.3,82.10,45.0,34.3
ゴールドサーベル,2024-11-10,京都,芝,1400,11,4,14,81.5,82.30,43.3,34.5
トーホウフランゴ,2024-11-10,京都,芝,1400,12,11,14,81.5,82.30,43.3,34.2
メイショウカイト,2024-11-10,京都,芝,1400,13,7,14,81.6,82.40,42.5,34.8
デルマカンノン,2024-11-10,京都,芝,1400,14,12,14,81.7,82.50,41.6,34.4
バトゥーキ,2024-11-10,東京,ダ,1400,1,1,14,83.5,83.50,60.7,35.4
コンクイスタ,2024-11-10,東京,ダ,1400,2,2,14,83.6,83.60,60.0,36.1
ラックスアットゼア,2024-11-10,東京,ダ,1400,3,4,14,84.0,84.00,56.9,36.5
ナイトアクアリウム,2024-11-10,東京,ダ,1400,4,5,14,84.1,84.10,56.1,35.7
エストレヤデベレン,2024-11-10,東京,ダ,1400,5,3,14,84.6,84.60,52.3,37.5
ムーヴ,2024-11-10,東京,ダ,1400,6,7,14,84.6,84.60,52.3,36.2
ウナギノボリ,2024-11-10,東京,ダ,1400,7,8,14,84.8,84.80,50.8,36.0
タイセイジャスパー,2024-11-10,東京,ダ,1400,8,14,14,84.9,84.90,50.0,36.3
リッキーマジック,2024-11-10,東京,ダ,1400,9,13,14,85.2,85.20,47.7,36.4
キャンディドライヴ,2024-11-10,東京,ダ,1400,10,9,14,85.4,85.40,46.2,37.6
グッドウッドガイ,2024-11-10,東京,ダ,1400,11,12,14,85.6,85.60,44.6,37.7
ミルトハンター,2024-11-10,東京,ダ,1400,12,10,14,85.8,85.80,43.1,37.8
ダノンミカエル,2024-11-10,東京,ダ,1400,13,11,14,85.9,85.90,42.3,37.6
スプラウティング,2024-11-10,東京,ダ,1400,14,6,14,85.9,85.90,42.3,38.8
ウインエーデル,2024-11-10,東京,芝,1800,1,7,13,106.5,106.80,50.0,32.9
ホウオウラスカーズ,2024-11-10,東京,芝,1800,2,8,13,106.7,107.00,48.4,34.0
フェステスバント,2024-11-10,東京,芝,1800,3,6,13,106.8,107.10,47.6,33.8
カナテープ,2024-11-10,東京,芝,1800,4,3,13,106.8,107.10,47.6,33.7
ルージュアルル,2024-11-10,東京,芝,1800,5,11,13,106.8,107.10,47.6,33.9
ロジシルバー,2024-11-10,東京,芝,1800,6,5,13,106.9,107.20,46.8,34.6
カヨウネンカ,2024-11-10,東京,芝,1800,7,13,13,106.9,107.20,46.8,33.4
チルカーノ,2024-11-10,東京,芝,1800,8,1,13,106.9,107.20,46.8,33.6
コスモシャングリラ,2024-11-10,東京,芝,1800,9,12,13,107.0,107.30,46.1,33.1
エリダヌス,2024-11-10,東京,芝,1800,10,4,13,107.1,107.40,45.3,33.8
アグラシアド,2024-11-10,東京,芝,1800,11,9,13,107.3,107.60,43.7,33.5
ニューステソーロ,2024-11-10,東京,芝,1800,12,2,13,107.3,107.60,43.7,34.2
メインクーン,2024-11-10,東京,芝,1800,13,10,13,107.4,107.70,42.9,34.0
ゴールデンシロップ,2024-11-10,東京,芝,1400,1,16,18,80.7,81.00,53.8,33.3
シュトラウス,2024-11-10,東京,芝,1400,2,5,18,80.7,81.00,53.8,34.3
マルディランダ,2024-11-10,東京,芝,1400,3,4,18,80.8,81.10,52.8,34.0
シャドウフューリー,2024-11-10,東京,芝,1400,4,1,18,80.8,81.10,52.8,33.8
スコールユニバンス,2024-11-10,東京,芝,1400,5,17,18,80.8,81.10,52.8,34.0
シュバルツカイザー,2024-11-10,東京,芝,1400,6,9,18,80.8,81.10,52.8,33.5
アサヒ,2024-11-10,東京,芝,1400,7,11,18,80.9,81.20,51.9,33.4
カンチェンジュンガ,2024-11-10,東京,芝,1400,8,3,18,80.9,81.20,51.9,33.2
オニャンコポン,2024-11-10,東京,芝,1400,9,7,18,81.0,81.30,50.9,33.7
ジョウショーホープ,2024-11-10,東京,芝,1400,10,14,18,81.1,81.40,50.0,34.4
ミシシッピテソーロ,2024-11-10,東京,芝,1400,11,8,18,81.1,81.40,50.0,34.8
ダディーズビビッド,2024-11-10,東京,芝,1400,12,12,18,81.2,81.50,49.1,34.6
アルーリングウェイ,2024-11-10,東京,芝,1400,13,18,18,81.4,81.70,47.2,34.3
サトノペルセウス,2024-11-10,東京,芝,1400,14,15,18,81.4,81.70,47.2,34.3
オーキッドロマンス,2024-11-10,東京,芝,1400,15,6,18,81.5,81.80,46.2,35.5
ティニア,2024-11-10,東京,芝,1400,16,2,18,81.5,81.80,46.2,34.9
マスクオールウィン,2024-11-10,東京,芝,1400,17,10,18,82.1,82.40,40.5,35.9
リュミエールノワル,2024-11-10,東京,芝,1400,18,13,18,83.2,83.50,30.1,36.8
ユキワリザクラ,2024-11-10,東京,芝,1800,1,5,16,107.3,107.60,43.7,34.0
トロピカルティー,2024-11-10,東京,芝,1800,2,1,16,107.3,107.60,43.7,33.2
バランスダンサー,2024-11-10,東京,芝,1800,3,4,16,107.5,107.80,42.1,34.3
ドーンコーラス,2024-11-10,東京,芝,1800,4,3,16,107.5,107.80,42.1,33.3
クリノアドバンス,2024-11-10,東京,芝,1800,5,9,16,107.5,107.80,42.1,33.7
ピースヒロフェイス,2024-11-10,東京,芝,1800,6,10,16,107.6,107.90,41.3,34.1
ボーモンド,2024-11-10,東京,芝,1800,7,2,16,107.6,107.90,41.3,34.5
シャンパンマーク,2024-11-10,東京,芝,1800,8,7,16,107.6,107.90,41.3,33.8
キュベリン,2024-11-10,東京,芝,1800,9,12,16,107.8,108.10,39.7,35.0
ザブライド,2024-11-10,東京,芝,1800,10,6,16,107.9,108.20,38.9,33.0
イケイケドンドン,2024-11-10,東京,芝,1800,11,8,16,107.9,108.20,38.9,33.4
クラウドセイル,2024-11-10,東京,芝,1800,12,11,16,108.1,108.40,37.4,34.1
ロゴデザイン,2024-11-10,東京,芝,1800,13,15,16,108.1,108.40,37.4,34.1
モカラルビー,2024-11-10,東京,芝,1800,14,14,16,109.0,109.30,30.3,34.5
アスキステソーロ,2024-11-10,東京,芝,1800,15,13,16,109.6,109.90,25.5,36.0
カシノインディード,2024-11-10,東京,芝,1800,16,16,16,110.2,110.50,20.8,35.3
ポッドベイダー,2024-11-10,福島,芝,1200,1,4,16,70.7,70.40,43.5,35.9
ヴァージル,2024-11-10,福島,芝,1200,2,3,16,70.8,70.50,42.7,35.7
レイピア,2024-11-10,福島,芝,1200,3,1,16,71.0,70.70,41.1,37.0
ロードヴェルト,2024-11-10,福島,芝,1200,4,11,16,71.4,71.10,37.8,35.8
ラブアイミー,2024-11-10,福島,芝,1200,5,14,16,71.4,71.10,37.8,36.2
コモンスナイプ,2024-11-10,福島,芝,1200,6,7,16,71.5,71.20,37.0,36.7
ホウオウブースター,2024-11-10,福島,芝,1200,7,12,16,71.5,71.20,37.0,36.2
オイランブチ,2024-11-10,福島,芝,1200,8,8,16,71.7,71.40,35.4,36.4
ブルーサンセット,2024-11-10,福島,芝,1200,9,2,16,71.8,71.50,34.6,37.2
シュラフ,2024-11-10,福島,芝,1200,10,10,16,71.9,71.60,33.7,37.0
チョングク,2024-11-10,福島,芝,1200,11,16,16,72.3,72.00,30.5,37.1
ヴァリアントマーチ,2024-11-10,福島,芝,1200,12,9,16,72.4,72.10,29.7,36.8
ジャスパーディビネ,2024-11-10,福島,芝,1200,13,5,16,72.6,72.30,28.1,38.6
ラトルシェ,2024-11-10,福島,芝,1200,14,6,16,72.9,72.60,25.6,38.2
コムーネ,2024-11-10,福島,芝,1200,15,15,16,73.2,72.90,23.2,38.3
ミライヘノブーケ,2024-11-10,福島,芝,1200,16,13,16,73.2,72.90,23.2,38.4
スズノテレサ,2024-11-10,福島,ダ,1700,1,15,15,105.9,106.85,49.2,37.9
ケイアイメキラ,2024-11-10,福島,ダ,1700,2,10,15,106.1,107.05,48.1,38.3
アセレラシオン,2024-11-10,福島,ダ,1700,3,3,15,106.3,107.25,47.0,38.8
アッティラ,2024-11-10,福島,ダ,1700,4,14,15,106.4,107.35,46.5,38.6
プレイサーゴールド,2024-11-10,福島,ダ,1700,5,5,15,106.7,107.65,44.9,38.8
オウギノカナメ,2024-11-10,福島,ダ,1700,6,6,15,106.8,107.75,44.3,39.7
コスモオピニオン,2024-11-10,福島,ダ,1700,7,1,15,106.9,107.85,43.8,39.7
アイファーグローブ,2024-11-10,福島,ダ,1700,8,13,15,107.0,107.95,43.3,39.9
オールマキシマム,2024-11-10,福島,ダ,1700,9,2,15,107.3,108.25,41.6,39.5
トーアライデン,2024-11-10,福島,ダ,1700,10,8,15,107.3,108.25,41.6,39.9
ヴァンヴィーヴ,2024-11-10,福島,ダ,1700,11,9,15,107.5,108.45,40.6,39.8
メイショウコボケ,2024-11-10,福島,ダ,1700,12,12,15,108.2,109.15,36.8,40.3
インテンソ,2024-11-10,福島,ダ,1700,13,11,15,109.2,110.15,31.4,42.1
サムハンター,2024-11-10,福島,ダ,1700,14,7,15,109.9,110.85,27.6,42.4
タイセイミッション,2024-11-10,福島,ダ,1700,15,4,15,110.6,111.55,23.9,42.8
アラタ,2024-11-10,福島,芝,2000,1,7,16,120.7,120.40,53.3,36.3
フェアエールング,2024-11-10,福島,芝,2000,2,6,16,120.9,120.60,52.4,36.8
ダンディズム,2024-11-10,福島,芝,2000,3,3,16,121.0,120.70,52.0,37.2
クリノプレミアム,2024-11-10,福島,芝,2000,4,10,16,121.0,120.70,52.0,37.3
ショウナンマグマ,2024-11-10,福島,芝,2000,5,12,16,121.0,120.70,52.0,37.0
エンパイアウエスト,2024-11-10,福島,芝,2000,6,8,16,121.1,120.80,51.6,37.2
ドクタードリトル,2024-11-10,福島,芝,2000,7,1,16,121.3,121.00,50.8,37.3
アスクワイルドモア,2024-11-10,福島,芝,2000,8,16,16,121.3,121.00,50.8,36.8
タガノパッション,2024-11-10,福島,芝,2000,9,13,16,121.7,121.40,49.2,37.3
フライライクバード,2024-11-10,福島,芝,2000,10,2,16,121.8,121.50,48.8,37.9
シーズンリッチ,2024-11-10,福島,芝,2000,11,15,16,122.2,121.90,47.1,38.2
サトノエルドール,2024-11-10,福島,芝,2000,12,11,16,122.5,122.20,45.9,38.8
ウインシュクラン,2024-11-10,福島,芝,2000,13,9,16,122.7,122.40,45.1,39.2
シリウスコルト,2024-11-10,福島,芝,2000,14,5,16,122.9,122.60,44.3,39.2
ギャラクシーナイト,2024-11-10,福島,芝,2000,15,4,16,123.9,123.60,40.2,40.3
ベラジオソノダラブ,2024-11-10,福島,芝,2000,16,14,16,124.0,123.70,39.8,40.1
シークレットヴァウ,2024-11-10,福島,ダ,1150,1,1,16,68.1,69.05,51.3,36.4
ルージュアズライト,2024-11-10,福島,ダ,1150,2,5,16,68.3,69.25,49.6,36.5
イナフセド,2024-11-10,福島,ダ,1150,3,4,16,68.5,69.45,47.8,36.8
キャンドルマス,2024-11-10,福島,ダ,1150,4,10,16,68.7,69.65,46.1,36.5
イミュータブル,2024-11-10,福島,ダ,1150,5,2,16,68.8,69.75,45.2,36.9
グレイスカリヨン,2024-11-10,福島,ダ,1150,6,13,16,69.1,70.05,42.6,35.6
ハッピーパンニャ,2024-11-10,福島,ダ,1150,7,7,16,69.2,70.15,41.8,36.7
スノーホルンロード,2024-11-10,福島,ダ,1150,8,3,16,69.2,70.15,41.8,36.7
イモータルフェイム,2024-11-10,福島,ダ,1150,9,11,16,69.3,70.25,40.9,36.6
コスモジョセフ,2024-11-10,福島,ダ,1150,10,8,16,69.5,70.45,39.2,37.6
カツノテンス,2024-11-10,福島,ダ,1150,11,16,16,69.6,70.55,38.3,37.5
ウインバリオス,2024-11-10,福島,ダ,1150,12,14,16,69.6,70.55,38.3,36.0
ホウオウジュビリー,2024-11-10,福島,ダ,1150,13,6,16,69.8,70.75,36.6,37.5
カゲツ,2024-11-10,福島,ダ,1150,14,15,16,69.9,70.85,35.7,37.5
ショウナンハクウン,2024-11-10,福島,ダ,1150,15,9,16,70.8,71.75,27.9,37.6
サンマルブーケ,2024-11-10,福島,ダ,1150,16,12,16,70.8,71.75,27.9,37.8
キャッスルレイク,2024-11-16,京都,芝,1400,1,2,9,83.0,82.10,45.0,33.6
イリフィ,2024-11-16,京都,芝,1400,2,4,9,83.1,82.20,44.1,34.0
エイヨーアメジスト,2024-11-16,京都,芝,1400,3,7,9,83.3,82.40,42.5,34.6
セルヴァンス,2024-11-16,京都,芝,1400,4,6,9,83.5,82.60,40.8,34.0
アクルクス,2024-11-16,京都,芝,1400,5,3,9,83.8,82.90,38.3,34.0
ウィルサヴァイブ,2024-11-16,京都,芝,1400,6,1,9,83.9,83.00,37.4,34.3
ヒデノブルースカイ,2024-11-16,京都,芝,1400,7,5,9,84.6,83.70,31.6,34.2
メイプルギン,2024-11-16,京都,芝,1400,8,9,9,84.6,83.70,31.6,34.4
ハリーケーン,2024-11-16,京都,芝,1400,9,8,9,85.2,84.30,26.6,35.1
メイプルタピット,2024-11-16,京都,ダ,1900,1,8,16,118.9,118.90,55.7,37.4
カズタンジャー,2024-11-16,京都,ダ,1900,2,2,16,119.3,119.30,53.4,37.6
テーオールビー,2024-11-16,京都,ダ,1900,3,1,16,119.4,119.40,52.8,38.5
ツウカイリアル,2024-11-16,京都,ダ,1900,4,4,16,119.9,119.90,50.0,38.9
ジャスパーバローズ,2024-11-16,京都,ダ,1900,5,6,16,120.0,120.00,49.4,38.9
ノットイナフ,2024-11-16,京都,ダ,1900,6,5,16,120.1,120.10,48.9,38.8
シュプリンガー,2024-11-16,京都,ダ,1900,7,11,16,120.3,120.30,47.7,37.9
ヒノデテイオー,2024-11-16,京都,ダ,1900,8,14,16,120.3,120.30,47.7,38.8
タッチャブル,2024-11-16,京都,ダ,1900,9,13,16,120.3,120.30,47.7,38.2
ハーバーライト,2024-11-16,京都,ダ,1900,10,3,16,120.4,120.40,47.2,39.2
